Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Boot style (product.metafields.shopify.boot-style),Closure type (product.metafields.shopify.closure-type),Color (product.metafields.shopify.color-pattern),Footwear material (product.metafields.shopify.footwear-material),Heel height type (product.metafields.shopify.heel-height-type),Shoe features (product.metafields.shopify.shoe-features),Shoe size (product.metafields.shopify.shoe-size),Size (product.metafields.shopify.size),Target gender (product.metafields.shopify.target-gender),Toe style (product.metafields.shopify.toe-style),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
the-valentines-pink,,,,,,,,,Men Size 6 - Womens Size 7.5/8,,,,,,,,TVNAMI6,1360.77711,shopify,0,deny,manual,95.00,,true,true,"",https://cdn.shopify.com/s/files/1/0795/0080/4401/files/PinkSideView.jpg?v=1745279572,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
the-valentines-pink,,,,,,,,,Men Size 7 - Womens Size 8.5/9,,,,,,,,TVNAMI7,1360.77711,shopify,0,deny,manual,95.00,,true,true,"",https://cdn.shopify.com/s/files/1/0795/0080/4401/files/pinkbottom.jpg?v=1745279572,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
the-valentines-pink,,,,,,,,,Men Size 8 - Womens Size 9.5/10,,,,,,,,TVNAMI8,1360.77711,shopify,0,deny,manual,95.00,,true,true,"",https://cdn.shopify.com/s/files/1/0795/0080/4401/files/9301d4a6-bbba-42f6-9cf7-7cd1ac63d348.jpg?v=1745279572,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
the-valentines-pink,,,,,,,,,Men Size 9 - Womens Size 10.5/11,,,,,,,,TVNAMI9,1360.77711,shopify,0,deny,manual,95.00,,true,true,,https://cdn.shopify.com/s/files/1/0795/0080/4401/files/aurapinkback.jpg?v=1745279572,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
the-valentines-pink,,,,,,,,,Men Size 10 - Womens Size 11.5/12,,,,,,,,TVNAMI10,1360.77711,shopify,0,deny,manual,95.00,,true,true,,https://cdn.shopify.com/s/files/1/0795/0080/4401/files/AURA14TTH-13-blkpants.jpg?v=1745279573,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
the-valentines-pink,,,,,,,,,Men Size 11 - Womens Size 12.5/13,,,,,,,,TVNAMI5111,1360.77711,shopify,0,deny,manual,95.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
the-valentines-pink,,,,,,,,,Men Size 12 - Womens Size 13.5/14,,,,,,,,TVNAMI12,1360.77711,shopify,1,deny,manual,95.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
the-valentines-pink,,,,,,,,,Men Size 13 - Womens Size 14.5/15,,,,,,,,TVNAMI13,1360.77711,shopify,0,deny,manual,95.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
a-logo-sock,Auracle A KeyChain,"<p> </p>
<p data-mce-fragment=""1"">Limited Edition Auracle ""A Logo"" Keychain </p>
<ul>
<li data-mce-fragment=""1"">Highest Grade Zinc Alloy Metal </li>
<li data-mce-fragment=""1"">Nickel Plated </li>
<li data-mce-fragment=""1"">Red A Enamel Insert </li>
<li data-mce-fragment=""1"">Only 500 Pcs Made</li>
<li data-mce-fragment=""1"">Carabiner Attachment </li>
</ul>
<p>Ship Immediately </p>",AURACLES,Apparel & Accessories,Socks,"BF24, Sample Product",true,Color,White,,,,,,,,,22.6796185,shopify,361,continue,manual,25.00,,true,true,,https://cdn.shopify.com/s/files/1/0795/0080/4401/files/A_Keychain.jpg?v=1745279568,1,"",false,,,Apparel & Accessories > Handbag & Wallet Accessories > Keychains,,,,,,,,,,,,,,,,,,,,,,,,oz,,,true,,,true,,,active
a-logo-sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0795/0080/4401/files/NAmiforshopify-ezgif.com-webp-to-jpg-converter_copy.jpg?v=1745279568,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auracle-a-logo-sock,Auracle Grafitti Sock,"<p>THEY ARE BACK!! Grafitti Sock! </p>
<p>The Last Time you'll Be able to get these Socks </p>
<ul>
<li>100% Cotton Sock </li>
<li>Auracles Logo Sleeve </li>
<li>Individually Wrapped </li>
</ul>",AURACLES,Apparel & Accessories,Socks,"BF24, Sample Product",true,Color,White,,,,,,,,AuracleGrafSOCK,22.6796185,shopify,121,deny,manual,25.00,,true,true,"",https://cdn.shopify.com/s/files/1/0795/0080/4401/files/AuracleSpraySock_4079e19e-47c6-438d-8e60-93281bc542a1.png?v=1745279567,1,"",false,,,Apparel & Accessories > Clothing > Socks & Hosiery,,,,,,,,,,,,,,,,,,,,,,,,oz,,,true,,,true,,,active
sand-nami,Sand Nami Slides,"<p>You All Asked for These!! Sand is a must have this Summer!! </p>
<p>and YES these are different than the ones that dropped Last Year! Your Summer just got Wavier with one of the Best Selling slides of 2025! Crafted from a Unique Foam that is made to form to your foot. Grab em' Now before they Sell Out! </p>
<p><em><strong>By Chris Brown &amp; John Dean</strong></em></p>
<p><span style=""text-decoration: underline;""><strong>PLEASE READ BELOW ( VERY IMPORTANT</strong></span>)</p>
<ul>
<li>Please Read: <a href=""https://theauracles.xyz/pages/faq"">FAQ</a>
</li>
<li><span>THESE NAMI Will Ship IMMEDIATELY! </span></li>
<li><span>Comes with The NEW Compact Yellow Collectible NAMI Box</span></li>
<li><span><meta charset=""utf-8"">PLEASE TAKE YOUR TIME AND PUT IN THE RIGHT ADDRESS AND SIZE! </span></li>
<li><span>LIMITED EDITION &amp; Expected to Sell Out </span></li>
<li><span>SIZES SHOWN ARE MENS SIZES, Please Use Size Chart to convert to Womens</span></li>
<li>
<meta charset=""utf-8"">We will do our best to stop bots from purchasing<br>
<p>ALL SALES ARE FINAL</p>
<p> </p>
</li>
</ul>
<p> </p>
<!---->",AURACLES,Apparel & Accessories,Footwear,"",true,Size,Men Size 4 - Womens 5.5/6,,,,,,,,NamiSAND4,1360.77711,shopify,32,deny,manual,95.00,,true,true,"",https://cdn.shopify.com/s/files/1/0795/0080/4401/files/Sand_for_Shopify.jpg?v=1745279564,1,"",false,,,Apparel & Accessories > Shoes > Sandals,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
sand-nami,,,,,,,,,Men Size 5 - Womens Size 6.5/7,,,,,,,,NamiSAND5,1360.77711,shopify,160,deny,manual,95.00,,true,true,"",https://cdn.shopify.com/s/files/1/0795/0080/4401/files/TAN_TOP_VIEW_BD.jpg?v=1745279564,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
sand-nami,,,,,,,,,Men Size 6 - Womens Size 7.5/8,,,,,,,,NamiSAND6,1360.77711,shopify,253,deny,manual,95.00,,true,true,"",https://cdn.shopify.com/s/files/1/0795/0080/4401/files/TAN_ARM_PHOTO.jpg?v=1745279564,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
sand-nami,,,,,,,,,Men Size 7 - Womens Size 8.5/9,,,,,,,,NamiSAND7,1360.77711,shopify,335,deny,manual,95.00,,true,true,"",https://cdn.shopify.com/s/files/1/0795/0080/4401/files/cb_for_shopifffy.jpg?v=1745279564,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
sand-nami,,,,,,,,,Men Size 8 - Womens Size 9.5/10,,,,,,,,NamiSAND8,1360.77711,shopify,277,deny,manual,95.00,,true,true,"",https://cdn.shopify.com/s/files/1/0795/0080/4401/files/efed4b00-1cce-454f-84c8-f68e7f88e6c1.jpg?v=1745279564,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
sand-nami,,,,,,,,,Men Size 9 - Womens Size 10.5/11,,,,,,,,NamiSAND9,1360.77711,shopify,197,deny,manual,95.00,,true,true,"",https://cdn.shopify.com/s/files/1/0795/0080/4401/files/IMG_4101_2.heic?v=1745279564,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
sand-nami,,,,,,,,,Men Size 10 - Womens Size 11.5/12,,,,,,,,NamiSAND10,1360.77711,shopify,123,deny,manual,95.00,,true,true,"",https://cdn.shopify.com/s/files/1/0795/0080/4401/files/ScreenShot2023-11-24at7.11.54AM_99a8402a-0bdc-4044-af1f-15908225455c.png?v=1745279586,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
sand-nami,,,,,,,,,Men Size 11 - Womens Size 12.5/13,,,,,,,,NamiSAND11,1360.77711,shopify,137,deny,manual,95.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
sand-nami,,,,,,,,,Men Size 12 - Womens Size 13.5/14,,,,,,,,NamiSAND12,1360.77711,shopify,103,deny,manual,95.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
sand-nami,,,,,,,,,Men Size 13 - Womens Size 14.5/15,,,,,,,,NamiSAND13,1360.77711,shopify,40,deny,manual,95.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
yellow-nami-slides,Solar Flare (Yellow) Nami Slides,"<p>The Solar Flares ...Limited to 11:11 Chris BrownTour but Now Available in LIMITED QUANTITIES </p>
<p>Your Summer just got Wavier with one of the Best Selling slides of 2024! Crafted from a Unique Foam that is made to form to your foot. Grab em' Now before they Sell Out! </p>
<p><em><strong>By Chris Brown &amp; John Dean  </strong></em></p>
<p><span style=""text-decoration: underline;"" data-mce-style=""text-decoration: underline;""><strong>PLEASE READ BELOW ( VERY IMPORTANT</strong></span>)</p>
<p>- Please Read: <a href=""https://theauracles.xyz/pages/faq"" data-mce-href=""https://theauracles.xyz/pages/faq"">FAQ</a> </p>
<ul>
<li><span>THESE NAMI Will Ship within 1 Week of Purchase! </span></li>
<li><span>Comes with The NEW Compact Yellow Collectible NAMI Box</span></li>
<li><span><meta charset=""utf-8"">PLEASE TAKE YOUR TIME AND PUT IN THE RIGHT ADDRESS AND SIZE! </span></li>
<li><span>LIMITED EDITION &amp; Expected to Sell Out </span></li>
<li>
<span>SIZES SHOWN ARE MENS SIZES, Please Use Size Chart to convert to Womens</span><br>
</li>
<li>
<p>We will do our best to stop bots from purchasing</p>
</li>
</ul>
<p>ALL SALES ARE FINAL</p>
<p> </p>
<!---->",AURACLES,Apparel & Accessories,Footwear,BF24,true,Size,Men Size 4 - Womens 5.5/6,,,,,,,,NamiSF4,1360.77711,shopify,0,deny,manual,95.00,,true,true,"",https://cdn.shopify.com/s/files/1/0795/0080/4401/files/YellowforShopify.jpg?v=1745279562,1,"",false,,,Apparel & Accessories > Shoes > Sandals,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
yellow-nami-slides,,,,,,,,,Men Size 5 - Womens Size 6.5/7,,,,,,,,NamiSF5,1360.77711,shopify,128,deny,manual,95.00,,true,true,"",https://cdn.shopify.com/s/files/1/0795/0080/4401/files/YELLOW_TOP_VIEW_BD_2.jpg?v=1745279562,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
yellow-nami-slides,,,,,,,,,Men Size 6 - Womens Size 7.5/8,,,,,,,,NamiSF6,1360.77711,shopify,15,deny,manual,95.00,,true,true,"",https://cdn.shopify.com/s/files/1/0795/0080/4401/files/YELLOW_SIDEANGLE_VIEW_BD.jpg?v=1745279562,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
yellow-nami-slides,,,,,,,,,Men Size 7 - Womens Size 8.5/9,,,,,,,,NamiSF7,1360.77711,shopify,25,deny,manual,95.00,,true,true,"",https://cdn.shopify.com/s/files/1/0795/0080/4401/files/2N2A1764.jpg?v=1745279562,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
yellow-nami-slides,,,,,,,,,Men Size 8 - Womens Size 9.5/10,,,,,,,,NamiSF8,1360.77711,shopify,0,deny,manual,95.00,,true,true,"",https://cdn.shopify.com/s/files/1/0795/0080/4401/files/IMG_4412.jpg?v=1745279562,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
yellow-nami-slides,,,,,,,,,Men Size 9 - Womens Size 10.5/11,,,,,,,,NamiSF9,1360.77711,shopify,0,deny,manual,95.00,,true,true,"",https://cdn.shopify.com/s/files/1/0795/0080/4401/files/IMG_4418.jpg?v=1745279562,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
yellow-nami-slides,,,,,,,,,Men Size 10 - Womens Size 11.5/12,,,,,,,,NamiSF10,1360.77711,shopify,0,deny,manual,95.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
yellow-nami-slides,,,,,,,,,Men Size 11 - Womens Size 12.5/13,,,,,,,,NamiSF11,1360.77711,shopify,47,deny,manual,95.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
yellow-nami-slides,,,,,,,,,Men Size 12 - Womens Size 13.5/14,,,,,,,,NamiSF12,1360.77711,shopify,1,deny,manual,95.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
yellow-nami-slides,,,,,,,,,Men Size 13 - Womens Size 14.5/15,,,,,,,,NamiSF13,1360.77711,shopify,-1,deny,manual,95.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
aura-zip-up-hoodie,Aura Zip up Hoodie,"<p>ONLINE EXCLUSIVE! </p>
<p>I'm Not Gonna Lie! This Hoodie is Fly Af! Heather Gray Hoodie with the polished Silver Zipper, Yellow Aura Print on front and Back!! Shits just different </p>
<ol>
<li>This Will Ship 5-8 Days After Ordering! </li>
<li>If Ordered With Slides, You will have to wit until both items are available before e ship!  </li>
<li>We Designed this hoodies to feel Vintage....The Screen Print itself is SUPPOSED to age and fall apart. Each Print is unique with some have more Vintage paint than others. Your Hoody is not defective.</li>
</ol>
<!---->",AURACLES,Apparel & Accessories > Clothing > Clothing Tops > Hoodies,Hoodie,"",true,Size,Small,,,,,,,,"",1360.77711,shopify,0,deny,manual,140.00,,true,true,"",https://cdn.shopify.com/s/files/1/0795/0080/4401/files/ZipUpHoodie.jpg?v=1745279560,1,"",false,,,Apparel & Accessories > Clothing > Outerwear,,adult,,,,,,,,,,adults,,,gray,,,,,small; medium; large; extra-large; xxl,unisex,,,lb,,,true,,,true,,,active
aura-zip-up-hoodie,,,,,,,,,Medium,,,,,,,,"",1360.77711,shopify,0,deny,manual,140.00,,true,true,"",https://cdn.shopify.com/s/files/1/0795/0080/4401/files/Back_of_Zip.jpg?v=1745279560,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
aura-zip-up-hoodie,,,,,,,,,Large,,,,,,,,"",1360.77711,shopify,0,deny,manual,140.00,,true,true,"",https://cdn.shopify.com/s/files/1/0795/0080/4401/files/IMG_3454.jpg?v=1745279560,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
aura-zip-up-hoodie,,,,,,,,,Extra large,,,,,,,,"",1360.77711,shopify,0,deny,manual,140.00,,true,true,"",https://cdn.shopify.com/s/files/1/0795/0080/4401/files/IMG_3523.jpg?v=1745279560,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
aura-zip-up-hoodie,,,,,,,,,XXL,,,,,,,,"",1360.77711,shopify,0,deny,manual,140.00,,true,true,"",https://cdn.shopify.com/s/files/1/0795/0080/4401/files/IMG_3515_2.jpg?v=1745279560,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
aura-zip-up-hoodie,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0795/0080/4401/files/Size_chart_Hoody.jpg?v=1745279560,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aura-green-hoody,Aura Green Hoody,"<p>VOTED MOST POPULAR HOODY BY THE UNIVERSE</p>
<p>Army Green Hoody with Distressed AURA Print on Front and Back</p>
<ol>
<li>This Will Ship 5-8 Days After Ordering! </li>
<li>If Ordered With Slides, You will have to wit until both items are available before e ship!  </li>
<li>We Designed this hoodies to feel Vintage....The Screen Print itself is SUPPOSED to age and fall apart. Each Print is unique with some have more Vintage paint than others. Your Hoody is not defective. </li>
</ol>
<!---->",AURACLES,Apparel & Accessories > Clothing > Clothing Tops > Hoodies,Hoodie,BF24,true,Size,Small,,,,,,,,"",1360.77711,shopify,0,deny,manual,140.00,,true,true,"",https://cdn.shopify.com/s/files/1/0795/0080/4401/files/Aura_Green_Hoody.jpg?v=1745279558,1,"",false,,,Apparel & Accessories > Clothing > Outerwear,,adult,,,,,,,,,,adults,,,gray; olive,,,,,small; medium; large; extra-large; xxl,unisex,,,lb,,,true,,,true,,,active
aura-green-hoody,,,,,,,,,Medium,,,,,,,,"",1360.77711,shopify,0,deny,manual,140.00,,true,true,"",https://cdn.shopify.com/s/files/1/0795/0080/4401/files/IMG_3454.jpg?v=1745279560,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
aura-green-hoody,,,,,,,,,Large,,,,,,,,"",1360.77711,shopify,0,deny,manual,140.00,,true,true,"",https://cdn.shopify.com/s/files/1/0795/0080/4401/files/IMG_3523.jpg?v=1745279560,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
aura-green-hoody,,,,,,,,,Extra large,,,,,,,,"",1360.77711,shopify,0,deny,manual,140.00,,true,true,"",https://cdn.shopify.com/s/files/1/0795/0080/4401/files/Size_chart_Hoody.jpg?v=1745279560,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
aura-green-hoody,,,,,,,,,XXL,,,,,,,,"",1360.77711,shopify,0,deny,manual,140.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
auracle-sunray-snapback,Auracle Sunray Snapback,"<p>Our First ever Snapback </p>
<p>3d Embroidered Auracle A Logo on the front with Auracle A Sundial logo on the right.</p>
<ul>
<li>""All We have is Time &amp; Space"" Embroidery on the right</li>
<li>Rounded Brim 5 Panel Hat </li>
</ul>
<!---->",AURACLES,Apparel & Accessories,Socks,"BF24, Sample Product",true,Color,White,,,,,,,,"",22.6796185,shopify,0,deny,manual,55.00,,true,true,"",https://cdn.shopify.com/s/files/1/0795/0080/4401/files/Front_Hat_for_Shopify.jpg?v=1745279557,1,"",false,,,Apparel & Accessories > Clothing,,,,,,,,,,,,,,,,,,,,,,,,oz,,,true,,,true,,,active
auracle-sunray-snapback,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0795/0080/4401/files/other_side_of_hat.png?v=1745279557,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auracle-sunray-snapback,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0795/0080/4401/files/side_view_hat.png?v=1745279557,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
